MMFE8 VMM CH  Gain      Pedestal  (TDO = time*G + P)
111   6   12  1.54e+00  1.98e+01  
111   6   14  1.64e+00  1.55e+01  
111   6   15  1.54e+00  1.47e+01  
111   6   16  1.63e+00  2.16e+01  
111   6   17  1.66e+00  1.72e+01  
111   6   19  1.72e+00  1.86e+01  
111   6   24  1.63e+00  1.96e+01  
111   6   25  1.51e+00  2.11e+01  
111   6   26  1.48e+00  2.15e+01  
111   6   27  1.61e+00  1.99e+01  
111   6   29  1.42e+00  2.23e+01  
111   6   34  1.64e+00  2.14e+01  
111   6   35  1.62e+00  1.17e+01  
111   6   36  1.50e+00  2.13e+01  
111   6   37  1.69e+00  2.68e+01  
111   6   39  1.43e+00  2.22e+01  
111   6   43  1.36e+00  3.11e+01  
111   6   44  1.47e+00  2.77e+01  
111   6   46  1.65e+00  2.73e+01  
111   6   51  1.33e+00  3.14e+01  
111   6   52  1.57e+00  2.83e+01  
111   6   53  1.27e+00  2.61e+01  
111   6   54  1.58e+00  3.52e+01  
111   6   56  1.57e+00  2.64e+01  
111   6   57  1.51e+00  2.62e+01  
111   6   59  1.36e+00  2.50e+01  
111   6   63  1.69e+00  2.59e+01  
111   6   64  1.48e+00  3.25e+01  
111   7   8   1.54e+00  2.17e+01  
111   7   9   1.81e+00  9.42e+00  
111   7   19  1.40e+00  7.47e+00  
111   7   26  1.60e+00  1.20e+01  
111   7   29  1.52e+00  1.30e+01  
111   7   35  1.56e+00  9.49e+00  
111   7   36  1.59e+00  1.11e+01  
111   7   39  1.55e+00  1.27e+01  
111   7   40  1.47e+00  8.60e+00  
111   7   42  1.18e+00  2.53e+01  
111   7   43  1.49e+00  1.34e+01  
111   7   46  1.52e+00  1.30e+01  
111   7   49  1.45e+00  1.19e+01  
111   7   53  1.69e+00  2.19e+01  
111   7   56  1.87e+00  1.16e+01  
116   0   1   1.45e+00  1.69e+01  
116   0   2   1.50e+00  1.32e+01  
116   0   3   1.51e+00  1.31e+01  
116   0   4   1.55e+00  2.06e+01  
116   0   5   1.38e+00  1.38e+01  
116   0   6   1.47e+00  1.46e+01  
116   0   7   1.58e+00  1.32e+01  
116   0   9   1.41e+00  1.54e+01  
116   0   10  1.29e+00  1.48e+01  
116   0   11  1.33e+00  1.54e+01  
116   0   12  1.39e+00  2.06e+01  
116   0   13  1.28e+00  1.61e+01  
116   0   14  1.36e+00  1.30e+01  
116   0   15  1.09e+00  1.64e+01  
116   0   16  1.37e+00  2.09e+01  
116   0   17  1.34e+00  1.92e+01  
116   0   18  1.06e+00  1.87e+01  
116   0   19  1.37e+00  1.58e+01  
116   0   20  1.29e+00  1.98e+01  
116   0   21  1.32e+00  1.55e+01  
116   0   22  1.13e+00  1.78e+01  
116   0   23  1.08e+00  1.95e+01  
116   0   24  1.38e+00  1.37e+01  
116   0   25  1.22e+00  1.88e+01  
116   0   26  1.28e+00  1.60e+01  
116   0   27  1.29e+00  1.59e+01  
116   0   28  1.36e+00  1.60e+01  
116   0   29  1.21e+00  1.29e+01  
116   0   30  1.52e+00  1.39e+01  
116   0   31  1.51e+00  1.31e+01  
116   0   32  1.50e+00  1.33e+01  
116   0   33  1.35e+00  1.31e+01  
116   0   34  1.35e+00  1.51e+01  
116   0   35  1.56e+00  1.25e+01  
116   0   36  1.64e+00  1.05e+01  
116   0   37  1.47e+00  1.37e+01  
116   0   38  1.25e+00  2.44e+01  
116   0   39  1.28e+00  1.90e+01  
116   0   40  1.69e+00  1.38e+01  
116   0   41  1.50e+00  1.63e+01  
116   0   42  1.48e+00  1.95e+01  
116   0   43  1.24e+00  1.34e+01  
116   0   44  1.22e+00  3.37e+01  
116   0   45  1.63e+00  2.07e+01  
116   0   46  1.39e+00  1.47e+01  
116   0   47  1.30e+00  2.18e+01  
116   0   48  1.50e+00  1.53e+01  
116   0   49  1.65e+00  1.84e+01  
116   0   50  1.40e+00  1.94e+01  
116   0   51  1.41e+00  1.44e+01  
116   0   52  1.66e+00  1.33e+01  
116   0   53  1.67e+00  1.71e+01  
116   0   54  1.59e+00  1.41e+01  
116   0   55  1.73e+00  2.14e+01  
116   0   56  1.63e+00  1.66e+01  
116   0   57  1.41e+00  1.54e+01  
116   0   58  1.46e+00  2.17e+01  
116   0   59  1.69e+00  1.88e+01  
116   0   60  1.36e+00  1.80e+01  
116   0   61  1.40e+00  1.95e+01  
116   0   62  1.40e+00  1.85e+01  
116   0   63  1.44e+00  1.80e+01  
116   1   1   1.85e+00  3.18e+01  
116   1   2   1.81e+00  -2.06e+01 
116   1   3   1.91e+00  3.22e+01  
116   1   4   2.06e+00  2.33e+01  
116   1   5   1.59e+00  2.01e+01  
116   1   6   1.94e+00  2.77e+01  
116   1   7   2.06e+00  2.32e+01  
116   1   8   1.74e+00  2.33e+01  
116   1   9   2.00e+00  2.10e+01  
116   1   10  2.06e+00  2.23e+01  
116   1   11  1.80e+00  2.44e+01  
116   1   12  1.97e+00  2.04e+01  
116   1   13  1.68e+00  1.91e+01  
116   1   14  2.01e+00  1.49e+01  
116   1   15  1.48e+00  1.84e+01  
116   1   16  1.88e+00  1.95e+01  
116   1   17  1.82e+00  2.92e+01  
116   1   18  1.91e+00  3.21e+01  
116   1   19  1.52e+00  1.80e+01  
116   1   20  1.66e+00  3.23e+01  
116   1   21  1.90e+00  2.62e+01  
116   1   22  1.74e+00  3.12e+01  
116   1   23  1.61e+00  2.88e+01  
116   1   24  1.98e+00  2.53e+01  
116   1   25  1.70e+00  2.88e+01  
116   1   26  1.37e+00  2.69e+01  
116   1   27  2.34e+00  2.67e+01  
116   1   28  1.79e+00  3.16e+01  
116   1   29  1.38e+00  3.18e+01  
116   1   30  1.75e+00  2.61e+01  
116   1   31  1.62e+00  3.38e+01  
116   1   32  1.61e+00  3.58e+01  
116   1   33  1.65e+00  2.73e+01  
116   1   34  1.69e+00  2.69e+01  
116   1   35  1.82e+00  2.53e+01  
116   1   37  1.93e+00  1.89e+01  
116   1   38  1.65e+00  1.93e+01  
116   1   39  1.45e+00  1.79e+01  
116   1   40  2.02e+00  1.88e+01  
116   1   41  1.73e+00  1.73e+01  
116   1   42  1.68e+00  2.40e+01  
116   1   43  1.80e+00  9.49e+00  
116   1   44  1.91e+00  2.11e+01  
116   1   46  1.54e+00  2.27e+01  
116   1   47  1.61e+00  1.78e+01  
116   1   48  1.99e+00  1.41e+01  
116   1   50  1.84e+00  1.90e+01  
116   1   52  1.80e+00  1.35e+01  
116   1   53  1.62e+00  1.37e+01  
116   1   54  2.00e+00  2.40e+01  
116   1   55  1.80e+00  2.25e+01  
116   1   56  2.12e+00  1.55e+01  
116   1   57  2.02e+00  2.17e+01  
116   1   58  1.93e+00  1.68e+01  
116   1   59  2.00e+00  1.71e+01  
116   1   60  1.77e+00  2.08e+01  
116   1   61  1.78e+00  2.07e+01  
116   1   62  1.87e+00  1.97e+01  
116   1   64  1.80e+00  2.65e+01  
116   2   1   1.40e+00  1.05e+01  
116   2   4   1.61e+00  6.83e+00  
116   2   5   1.46e+00  6.71e+00  
116   2   7   1.33e+00  1.14e+01  
116   2   8   1.60e+00  7.03e+00  
116   2   9   1.31e+00  7.59e+00  
116   2   10  1.50e+00  1.03e+01  
116   2   11  1.33e+00  7.41e+00  
116   2   12  1.26e+00  8.21e+00  
116   2   13  1.11e+00  3.14e+00  
116   2   14  1.16e+00  1.45e+01  
116   2   15  1.27e+00  1.12e+01  
116   2   16  1.44e+00  5.96e+00  
116   2   18  1.91e+00  -8.35e-01 
116   2   19  1.29e+00  7.85e+00  
116   2   20  1.44e+00  6.00e+00  
116   2   21  1.31e+00  6.57e+00  
116   2   22  1.21e+00  5.84e+00  
116   2   23  1.36e+00  9.96e+00  
116   2   24  3.33e-01  1.68e+01  
116   2   25  1.41e+00  9.37e+00  
116   2   26  1.37e+00  5.92e+00  
116   2   28  1.44e+00  8.95e+00  
116   2   29  1.25e+00  7.35e+00  
116   2   30  1.19e+00  1.01e+01  
116   2   31  1.30e+00  8.78e+00  
116   2   32  1.28e+00  2.99e+00  
116   2   33  1.47e+00  5.58e+00  
116   2   34  1.15e+00  1.06e+01  
116   2   35  9.93e-01  1.06e+01  
116   2   36  1.32e+00  4.46e+00  
116   2   38  1.23e+00  4.68e+00  
116   2   39  8.92e-01  5.85e+00  
116   2   40  1.35e+00  6.09e+00  
116   2   41  1.64e+00  3.51e+00  
116   2   42  1.33e+00  7.38e+00  
116   2   43  1.46e+00  6.76e+00  
116   2   44  1.31e+00  4.59e+00  
116   2   45  1.33e+00  6.38e+00  
116   2   46  1.24e+00  9.49e+00  
116   2   47  1.40e+00  9.54e+00  
116   2   48  1.41e+00  6.41e+00  
116   2   49  1.43e+00  1.42e+01  
116   2   50  1.62e+00  8.73e+00  
116   2   51  1.76e+00  1.00e+01  
116   2   52  1.48e+00  5.54e+00  
116   2   53  1.22e+00  1.27e+01  
116   2   54  1.35e+00  7.14e+00  
116   2   55  1.36e+00  7.00e+00  
116   2   56  1.56e+00  8.45e+00  
116   2   57  1.83e+00  9.12e+00  
116   2   58  1.58e+00  1.23e+01  
116   2   59  1.70e+00  8.80e+00  
116   2   60  1.67e+00  1.02e+01  
116   2   61  1.64e+00  1.45e+01  
116   2   62  1.60e+00  1.20e+01  
116   2   63  1.79e+00  1.46e+01  
116   2   64  1.74e+00  9.24e+00  
116   3   3   1.67e+00  1.92e+01  
116   3   4   1.59e+00  1.81e+01  
116   3   5   1.46e+00  1.77e+01  
116   3   6   1.73e+00  1.24e+01  
116   3   7   1.57e+00  1.74e+01  
116   3   8   1.53e+00  9.88e+00  
116   3   9   1.52e+00  1.70e+01  
116   3   10  1.64e+00  1.95e+01  
116   3   11  1.69e+00  1.89e+01  
116   3   12  1.56e+00  1.45e+01  
116   3   13  1.44e+00  1.51e+01  
116   3   14  1.55e+00  1.47e+01  
116   3   15  1.32e+00  1.85e+01  
116   3   16  1.36e+00  1.39e+01  
116   3   17  1.42e+00  1.43e+01  
116   3   18  1.63e+00  1.86e+01  
116   3   20  1.21e+00  2.48e+01  
116   3   21  1.19e+00  2.51e+01  
116   3   22  1.50e+00  2.13e+01  
116   3   23  1.07e+00  3.26e+01  
116   3   24  1.04e+00  3.10e+01  
116   3   25  1.43e+00  3.51e+01  
116   3   26  1.37e+00  3.08e+01  
116   3   27  1.42e+00  3.43e+01  
116   3   31  1.32e+00  1.35e+01  
116   3   32  1.10e+00  2.33e+01  
116   3   33  1.19e+00  1.71e+01  
116   3   34  1.39e+00  1.86e+01  
116   3   35  1.11e+00  1.81e+01  
116   3   36  1.26e+00  2.42e+01  
116   3   37  1.37e+00  1.99e+01  
116   3   38  1.38e+00  1.47e+01  
116   3   39  1.25e+00  1.84e+01  
116   3   40  1.45e+00  1.08e+01  
116   3   41  1.64e+00  1.35e+01  
116   3   42  1.31e+00  1.37e+01  
116   3   43  1.60e+00  9.97e+00  
116   3   44  1.61e+00  1.49e+01  
116   3   45  1.15e+00  1.66e+01  
116   3   46  1.54e+00  1.37e+01  
116   3   47  1.51e+00  1.51e+01  
116   3   48  1.28e+00  2.40e+01  
116   3   49  1.29e+00  1.58e+01  
116   3   50  1.41e+00  1.44e+01  
116   3   51  1.23e+00  1.66e+01  
116   3   52  1.39e+00  1.46e+01  
116   3   53  1.42e+00  1.42e+01  
116   3   54  1.47e+00  1.66e+01  
116   3   55  1.66e+00  1.43e+01  
116   3   56  1.38e+00  1.57e+01  
116   3   57  1.74e+00  1.83e+01  
116   3   58  1.40e+00  1.15e+01  
116   3   59  1.52e+00  1.59e+01  
116   3   60  1.91e+00  1.92e+01  
116   3   61  1.61e+00  1.68e+01  
116   3   62  1.52e+00  1.40e+01  
116   3   63  1.39e+00  1.96e+01  
116   3   64  1.31e+00  1.86e+01  
116   4   1   1.46e+00  1.07e+01  
116   4   3   1.32e+00  1.25e+01  
116   4   4   1.38e+00  1.17e+01  
116   4   5   1.43e+00  1.12e+01  
116   4   6   1.55e+00  1.36e+01  
116   4   7   1.44e+00  1.90e+01  
116   4   8   1.44e+00  1.30e+01  
116   4   9   1.38e+00  7.76e+00  
116   4   10  1.65e+00  1.04e+01  
116   4   11  1.16e+00  7.50e+00  
116   4   12  1.20e+00  8.95e+00  
116   4   13  1.33e+00  1.04e+01  
116   4   14  1.27e+00  9.07e+00  
116   4   15  1.54e+00  1.28e+01  
116   4   16  1.17e+00  9.37e+00  
116   4   17  1.31e+00  7.57e+00  
116   4   18  1.19e+00  9.16e+00  
116   4   19  1.25e+00  8.34e+00  
116   4   20  1.18e+00  1.32e+01  
116   4   21  1.35e+00  1.11e+01  
116   4   22  1.45e+00  1.09e+01  
116   4   23  1.45e+00  1.39e+01  
116   4   24  8.57e-01  2.13e+01  
116   4   25  1.48e+00  8.50e+00  
116   4   26  1.07e+00  1.17e+01  
116   4   27  1.16e+00  1.55e+01  
116   4   28  1.44e+00  9.04e+00  
116   4   29  1.16e+00  9.46e+00  
116   4   30  1.57e+00  1.40e+00  
116   4   31  1.33e+00  7.32e+00  
116   4   32  1.42e+00  7.24e+00  
116   4   33  1.27e+00  1.21e+01  
116   4   34  1.40e+00  8.53e+00  
116   4   36  1.19e+00  6.11e+00  
116   4   38  1.44e+00  1.10e+01  
116   4   39  1.43e+00  1.02e+01  
116   4   40  1.80e+00  4.45e+00  
116   4   41  1.26e+00  9.26e+00  
116   4   42  1.29e+00  7.92e+00  
116   4   43  1.28e+00  8.00e+00  
116   4   44  1.39e+00  1.06e+01  
116   4   45  1.36e+00  8.04e+00  
116   4   46  1.48e+00  9.54e+00  
116   4   47  1.30e+00  9.76e+00  
116   4   48  1.30e+00  7.79e+00  
116   4   49  1.41e+00  1.03e+01  
116   4   50  1.46e+00  6.70e+00  
116   4   51  1.43e+00  1.21e+01  
116   4   52  1.36e+00  1.00e+01  
116   4   53  1.39e+00  8.57e+00  
116   4   54  1.46e+00  1.07e+01  
116   4   55  1.47e+00  1.26e+01  
116   4   56  1.60e+00  1.10e+01  
116   4   57  1.39e+00  8.63e+00  
116   4   58  1.56e+00  1.45e+01  
116   4   59  1.68e+00  1.50e+01  
116   4   60  1.47e+00  1.16e+01  
116   4   61  1.51e+00  1.31e+01  
116   4   62  1.47e+00  1.46e+01  
116   4   63  1.59e+00  1.11e+01  
116   4   64  1.69e+00  1.09e+01  
116   5   1   1.46e+00  1.27e+01  
116   5   3   1.35e+00  1.51e+01  
116   5   4   1.42e+00  1.42e+01  
116   5   5   1.71e+00  1.17e+01  
116   5   6   1.24e+00  1.65e+01  
116   5   7   1.46e+00  6.79e+00  
116   5   8   1.56e+00  1.25e+01  
116   5   9   1.56e+00  1.05e+01  
116   5   10  1.22e+00  1.37e+01  
116   5   11  1.48e+00  6.44e+00  
116   5   12  1.37e+00  9.90e+00  
116   5   13  1.50e+00  5.31e+00  
116   5   14  1.38e+00  6.81e+00  
116   5   15  1.54e+00  1.27e+01  
116   5   16  1.09e+00  5.36e+00  
116   5   17  1.36e+00  1.20e+01  
116   5   18  1.52e+00  4.95e+00  
116   5   19  1.04e+00  1.30e+01  
116   5   20  1.22e+00  8.77e+00  
116   5   21  9.77e-01  6.78e+00  
116   5   22  1.29e+00  1.08e+01  
116   5   23  1.01e+00  8.39e+00  
116   5   24  1.42e+00  8.30e+00  
116   5   25  1.26e+00  8.22e+00  
116   5   26  1.16e+00  5.50e+00  
116   5   27  1.36e+00  3.98e+00  
116   5   28  1.08e+00  1.05e+01  
116   5   29  1.10e+00  1.02e+01  
116   5   30  1.06e+00  1.17e+01  
116   5   31  1.50e+00  3.28e+00  
116   5   32  1.10e+00  1.13e+01  
116   5   33  1.43e+00  8.09e+00  
116   5   36  1.35e+00  7.07e+00  
116   5   37  1.30e+00  9.75e+00  
116   5   38  1.28e+00  7.95e+00  
116   5   39  1.01e+00  3.42e+00  
116   5   40  1.47e+00  1.06e+01  
116   5   42  1.35e+00  8.11e+00  
116   5   43  1.15e+00  1.06e+01  
116   5   44  1.29e+00  1.29e+01  
116   5   45  1.34e+00  1.02e+01  
116   5   46  1.47e+00  9.59e+00  
116   5   47  1.36e+00  9.99e+00  
116   5   48  1.79e+00  1.06e+01  
116   5   49  1.50e+00  8.19e+00  
116   5   50  1.52e+00  1.40e+01  
116   5   51  1.53e+00  1.29e+01  
116   5   52  1.61e+00  1.19e+01  
116   5   53  1.66e+00  8.27e+00  
116   5   54  1.42e+00  7.29e+00  
116   5   55  1.64e+00  1.95e+01  
116   5   56  1.36e+00  1.49e+01  
116   5   57  1.35e+00  9.16e+00  
116   5   58  1.52e+00  5.97e+00  
116   5   59  1.39e+00  1.47e+01  
116   5   60  1.67e+00  1.11e+01  
116   5   61  1.57e+00  1.24e+01  
116   5   62  1.52e+00  7.98e+00  
116   5   63  1.43e+00  9.17e+00  
116   5   64  1.72e+00  1.05e+01  
116   6   2   1.72e+00  2.25e+01  
116   6   3   1.47e+00  2.16e+01  
116   6   4   1.57e+00  2.04e+01  
116   6   5   1.59e+00  2.02e+01  
116   6   6   1.57e+00  2.44e+01  
116   6   7   1.76e+00  2.19e+01  
116   6   8   1.44e+00  2.19e+01  
116   6   9   1.46e+00  2.38e+01  
116   6   10  1.78e+00  1.78e+01  
116   6   11  1.56e+00  1.75e+01  
116   6   12  1.65e+00  2.24e+01  
116   6   13  1.69e+00  1.59e+01  
116   6   14  1.28e+00  1.70e+01  
116   6   15  1.21e+00  1.89e+01  
116   6   16  1.44e+00  2.21e+01  
116   6   17  1.51e+00  2.11e+01  
116   6   18  1.59e+00  1.92e+01  
116   6   19  1.39e+00  2.06e+01  
116   6   20  1.34e+00  1.72e+01  
116   6   21  1.33e+00  1.54e+01  
116   6   22  1.39e+00  2.06e+01  
116   6   23  1.52e+00  2.10e+01  
116   6   24  1.50e+00  1.52e+01  
116   6   25  1.30e+00  2.38e+01  
116   6   26  1.52e+00  2.11e+01  
116   6   27  1.21e+00  2.19e+01  
116   6   28  9.86e-01  2.47e+01  
116   6   29  1.17e+00  1.54e+01  
116   6   30  1.07e+00  1.87e+01  
116   6   31  1.47e+00  1.36e+01  
116   6   32  1.50e+00  1.83e+01  
116   6   33  1.16e+00  2.45e+01  
116   6   34  1.35e+00  1.51e+01  
116   6   35  1.11e+00  2.31e+01  
116   6   36  1.34e+00  1.93e+01  
116   6   37  1.39e+00  2.26e+01  
116   6   38  1.08e+00  2.05e+01  
116   6   39  1.29e+00  2.39e+01  
116   6   40  1.45e+00  2.19e+01  
116   6   41  1.31e+00  1.57e+01  
116   6   43  1.26e+00  1.62e+01  
116   6   44  1.19e+00  2.11e+01  
116   6   45  1.33e+00  1.63e+01  
116   6   46  1.56e+00  1.95e+01  
116   6   47  1.60e+00  1.70e+01  
116   6   48  1.21e+00  1.69e+01  
116   6   49  1.72e+00  1.85e+01  
116   6   50  1.31e+00  1.36e+01  
116   6   51  1.21e+00  1.69e+01  
116   6   52  1.24e+00  1.65e+01  
116   6   53  1.56e+00  8.55e+00  
116   6   54  1.40e+00  9.51e+00  
116   6   55  1.43e+00  1.82e+01  
116   6   56  1.41e+00  1.44e+01  
116   6   57  1.49e+00  1.54e+01  
116   6   58  1.32e+00  1.15e+01  
116   6   59  1.48e+00  1.35e+01  
116   6   60  1.55e+00  1.26e+01  
116   6   61  1.49e+00  1.34e+01  
116   6   62  1.62e+00  1.78e+01  
116   6   63  1.42e+00  1.52e+01  
116   6   64  1.35e+00  1.81e+01  
116   7   1   1.39e+00  1.47e+01  
116   7   2   1.69e+00  7.83e+00  
116   7   3   1.47e+00  1.36e+01  
116   7   4   1.23e+00  1.06e+01  
116   7   5   1.70e+00  1.17e+01  
116   7   6   1.35e+00  1.12e+01  
116   7   7   1.19e+00  1.11e+01  
116   7   8   1.44e+00  9.05e+00  
116   7   10  1.44e+00  -1.40e+01 
116   7   11  1.31e+00  1.36e+01  
116   7   12  9.84e-01  1.17e+01  
116   7   13  1.28e+00  1.30e+01  
116   7   14  1.34e+00  1.22e+01  
116   7   15  1.25e+00  1.04e+01  
116   7   16  1.50e+00  6.22e+00  
116   7   17  1.30e+00  1.08e+01  
116   7   18  1.31e+00  9.64e+00  
116   7   19  9.01e-01  8.73e+00  
116   7   20  1.41e+00  1.14e+01  
116   7   21  1.23e+00  8.60e+00  
116   7   22  1.27e+00  8.10e+00  
116   7   23  1.18e+00  1.13e+01  
116   7   24  1.08e+00  1.95e+01  
116   7   26  1.25e+00  9.39e+00  
116   7   28  9.85e-01  6.69e+00  
116   7   29  1.10e+00  1.33e+01  
116   7   30  1.42e+00  8.19e+00  
116   7   31  1.29e+00  9.83e+00  
116   7   32  1.23e+00  5.60e+00  
116   7   33  9.84e-01  9.70e+00  
116   7   34  1.35e+00  4.08e+00  
116   7   35  1.11e+00  1.01e+01  
116   7   36  1.27e+00  1.22e+01  
116   7   37  1.32e+00  1.55e+01  
116   7   38  1.31e+00  8.63e+00  
116   7   39  1.27e+00  1.65e-01  
116   7   40  1.07e+00  5.60e+00  
116   7   41  1.34e+00  7.28e+00  
116   7   42  1.24e+00  8.48e+00  
116   7   43  1.46e+00  7.80e+00  
116   7   44  1.09e+00  1.23e+01  
116   7   45  1.32e+00  8.50e+00  
116   7   46  1.23e+00  7.66e+00  
116   7   47  1.17e+00  6.34e+00  
116   7   48  1.45e+00  5.84e+00  
116   7   49  1.27e+00  8.07e+00  
116   7   50  1.27e+00  9.18e+00  
116   7   51  8.71e-01  1.31e+01  
116   7   52  1.37e+00  9.91e+00  
116   7   53  1.25e+00  1.24e+01  
116   7   54  1.33e+00  1.54e+01  
116   7   55  1.20e+00  7.02e+00  
116   7   57  1.05e+00  1.29e+01  
116   7   58  1.41e+00  7.43e+00  
116   7   59  1.09e+00  1.54e+01  
116   7   60  1.31e+00  1.17e+01  
116   7   61  1.27e+00  9.18e+00  
116   7   62  1.42e+00  1.42e+01  
116   7   63  1.54e+00  1.77e+01  
116   7   64  1.43e+00  1.22e+01  
118   0   1   1.52e+00  1.29e+01  
118   0   2   1.57e+00  2.04e+01  
118   0   3   1.59e+00  1.41e+01  
118   0   4   1.70e+00  1.78e+01  
118   0   5   1.52e+00  2.10e+01  
118   0   6   1.51e+00  2.11e+01  
118   0   7   1.38e+00  2.08e+01  
118   0   8   1.57e+00  1.23e+01  
118   0   9   1.40e+00  1.55e+01  
118   0   10  1.39e+00  1.26e+01  
118   0   11  1.61e+00  1.39e+01  
118   0   12  1.45e+00  1.39e+01  
118   0   13  1.52e+00  1.80e+01  
118   0   14  1.48e+00  1.14e+01  
118   0   15  1.74e+00  1.02e+01  
118   0   16  1.34e+00  1.42e+01  
118   0   17  1.23e+00  8.58e+00  
118   0   18  1.44e+00  1.40e+01  
118   0   19  1.28e+00  1.50e+01  
118   0   20  1.53e+00  1.39e+01  
118   0   21  1.38e+00  1.68e+01  
118   0   22  1.46e+00  1.37e+01  
118   0   23  1.45e+00  1.28e+01  
118   0   24  1.30e+00  1.48e+01  
118   0   25  1.61e+00  1.69e+01  
118   0   26  1.45e+00  1.49e+01  
118   0   27  1.17e+00  1.74e+01  
118   0   28  1.66e+00  1.82e+01  
118   0   29  1.52e+00  1.80e+01  
118   0   30  1.19e+00  1.61e+01  
118   0   31  1.58e+00  1.42e+01  
118   0   32  1.45e+00  1.29e+01  
118   0   33  1.19e+00  1.91e+01  
118   0   34  1.44e+00  2.00e+01  
118   0   35  1.40e+00  1.54e+01  
118   0   36  1.44e+00  1.50e+01  
118   0   37  1.33e+00  1.54e+01  
118   0   38  1.27e+00  1.71e+01  
118   0   39  8.52e-01  2.83e+01  
118   0   40  1.10e+00  1.22e+01  
118   0   41  1.23e+00  8.62e+00  
118   0   42  1.45e+00  8.93e+00  
118   0   43  1.20e+00  1.00e+01  
118   0   44  1.29e+00  1.19e+01  
118   0   45  1.52e+00  1.40e+01  
118   0   46  1.34e+00  1.82e+01  
118   0   47  1.47e+00  1.37e+01  
118   0   48  1.52e+00  1.20e+01  
118   0   49  1.39e+00  1.26e+01  
118   0   50  1.53e+00  1.39e+01  
118   0   51  1.36e+00  1.50e+01  
118   0   52  1.51e+00  1.81e+01  
118   0   53  1.37e+00  1.59e+01  
118   0   54  1.37e+00  1.39e+01  
118   0   55  1.53e+00  1.38e+01  
118   0   56  1.42e+00  1.43e+01  
118   0   57  1.45e+00  1.69e+01  
118   0   58  1.44e+00  1.50e+01  
118   0   59  1.52e+00  1.31e+01  
118   0   60  1.46e+00  1.88e+01  
118   0   61  1.42e+00  1.73e+01  
118   0   62  1.41e+00  1.53e+01  
118   0   63  1.62e+00  1.47e+01  
118   0   64  1.56e+00  1.75e+01  
118   1   1   1.63e+00  1.76e+01  
118   1   2   1.53e+00  1.49e+01  
118   1   3   1.30e+00  1.18e+01  
118   1   4   1.47e+00  1.66e+01  
118   1   5   1.54e+00  9.73e+00  
118   1   6   1.29e+00  1.29e+01  
118   1   7   1.69e+00  1.28e+01  
118   1   8   1.39e+00  1.26e+01  
118   1   9   1.59e+00  9.17e+00  
118   1   10  1.36e+00  1.50e+01  
118   1   11  1.54e+00  1.37e+01  
118   1   12  1.49e+00  1.43e+01  
118   1   13  1.53e+00  6.90e+00  
118   1   14  1.13e+00  3.29e+01  
118   1   15  1.38e+00  1.08e+01  
118   1   16  1.56e+00  9.54e+00  
118   1   17  1.34e+00  1.42e+01  
118   1   18  1.64e+00  1.26e+01  
118   1   19  1.44e+00  1.10e+01  
118   1   21  1.47e+00  1.36e+01  
118   1   22  1.33e+00  9.33e+00  
118   1   23  1.48e+00  1.15e+01  
118   1   24  1.49e+00  1.04e+01  
118   1   25  1.60e+00  1.60e+01  
118   1   26  1.35e+00  9.19e+00  
118   1   27  1.45e+00  1.39e+01  
118   1   28  1.52e+00  1.29e+01  
118   1   29  1.28e+00  1.00e+01  
118   1   30  1.37e+00  1.08e+01  
118   1   31  1.49e+00  5.39e+00  
118   1   32  1.05e+00  1.09e+01  
118   1   33  1.36e+00  1.19e+01  
118   1   34  1.24e+00  6.48e+00  
118   1   35  1.39e+00  1.36e+01  
118   1   36  1.26e+00  1.62e+01  
118   1   37  1.05e+00  1.18e+01  
118   1   38  1.22e+00  1.67e+01  
118   1   39  1.14e+00  9.81e+00  
118   1   40  1.35e+00  7.15e+00  
118   1   41  1.45e+00  1.38e+01  
118   1   42  1.41e+00  9.31e+00  
118   1   43  1.40e+00  1.44e+01  
118   1   44  1.44e+00  1.30e+01  
118   1   45  1.63e+00  1.06e+01  
118   1   46  1.26e+00  1.02e+01  
118   1   47  1.46e+00  1.28e+01  
118   1   48  1.65e+00  1.04e+01  
118   1   49  1.32e+00  1.34e+01  
118   1   50  2.01e+00  1.49e+01  
118   1   51  1.52e+00  9.02e+00  
118   1   52  1.43e+00  8.15e+00  
118   1   53  1.31e+00  1.27e+01  
118   1   55  1.56e+00  1.24e+01  
118   1   56  1.56e+00  1.05e+01  
118   1   57  1.35e+00  1.51e+01  
118   1   58  1.42e+00  1.43e+01  
118   1   59  1.63e+00  9.68e+00  
118   1   61  1.61e+00  8.81e+00  
118   1   62  1.61e+00  1.39e+01  
118   1   63  1.52e+00  1.70e+01  
118   1   64  1.39e+00  1.47e+01  
118   2   1   1.48e+00  9.44e+00  
118   2   2   1.29e+00  1.19e+01  
118   2   3   1.53e+00  1.09e+01  
118   2   4   1.28e+00  1.30e+01  
118   2   5   1.31e+00  7.61e+00  
118   2   7   1.42e+00  1.43e+01  
118   2   9   1.10e+00  7.29e+00  
118   2   10  -1.54e-01 3.39e+01  
118   2   11  1.29e+00  7.91e+00  
118   2   12  1.23e+00  5.64e+00  
118   2   13  1.43e+00  1.41e+01  
118   2   14  1.21e+00  9.86e+00  
118   2   15  1.19e+00  5.13e+00  
118   2   16  1.14e+00  1.08e+01  
118   2   17  1.16e+00  9.47e+00  
118   2   19  1.33e+00  1.14e+01  
