MMFE8 VMM CH  Gain      Pedestal  (PDO = Q*G + P)
119   0   60  1.09e+01  1.90e+01  
119   0   61  9.23e+00  4.64e+01  
119   0   62  1.01e+01  2.98e+01  
119   0   63  9.46e+00  2.34e+01  
119   0   64  9.60e+00  1.96e+01  
119   1   1   9.94e+00  5.00e+01  
119   1   2   1.01e+01  4.07e+01  
119   1   3   9.04e+00  3.73e+01  
119   1   4   1.06e+01  3.66e+01  
119   1   6   9.97e+00  3.79e+01  
119   1   7   9.58e+00  1.36e+01  
119   1   8   9.32e+00  1.51e+01  
119   1   9   9.04e+00  4.57e+01  
119   1   10  1.02e+01  2.73e+01  
119   1   11  9.86e+00  3.21e+01  
119   1   12  9.57e+00  1.99e+01  
119   1   13  9.94e+00  2.36e+01  
119   1   14  9.85e+00  2.01e+01  
119   1   15  9.16e+00  1.14e+01  
119   1   16  9.34e+00  8.70e+00  
119   1   17  9.24e+00  8.11e+00  
119   1   18  1.00e+01  3.84e+01  
119   1   19  9.68e+00  1.78e+01  
119   1   20  9.37e+00  4.24e+01  
119   1   21  9.48e+00  7.96e+00  
119   1   22  9.92e+00  2.25e+01  
119   1   23  9.92e+00  6.31e+01  
119   1   24  9.58e+00  3.25e+00  
119   1   25  9.87e+00  3.17e+01  
119   1   26  9.30e+00  2.37e+01  
119   1   27  9.28e+00  -8.74e+00 
119   1   28  8.67e+00  3.91e+01  
119   1   29  1.00e+01  8.43e+00  
119   1   30  1.05e+01  2.16e+01  
119   1   31  1.01e+01  1.96e+01  
119   1   32  1.01e+01  3.86e+01  
119   1   33  1.14e+01  6.09e+01  
119   1   34  1.01e+01  1.23e+01  
119   1   35  1.02e+01  1.17e+01  
119   1   36  1.02e+01  1.12e+01  
119   1   37  1.07e+01  2.54e+01  
119   1   38  9.67e+00  1.36e+01  
119   1   39  9.04e+00  7.33e+00  
119   1   40  1.04e+01  2.21e+01  
119   1   41  1.06e+01  6.19e+01  
119   1   42  9.80e+00  1.52e+01  
119   1   43  9.74e+00  5.91e+00  
119   1   44  9.25e+00  2.88e+01  
119   1   45  1.02e+01  2.59e+01  
119   1   46  8.81e+00  7.89e+01  
119   1   47  1.01e+01  2.61e+01  
119   1   48  1.34e+01  1.72e+01  
119   1   49  9.05e+00  3.65e+00  
119   1   50  1.00e+01  1.20e+01  
119   1   51  1.13e+01  2.77e+01  
119   1   52  9.67e+00  1.87e+01  
119   1   53  9.49e+00  1.77e+01  
119   1   54  8.78e+00  2.19e+01  
119   1   55  9.86e+00  2.71e+01  
119   1   56  9.77e+00  1.90e+01  
119   1   57  9.41e+00  1.96e+01  
119   1   58  9.57e+00  1.99e+01  
119   1   59  1.04e+01  2.86e+01  
119   1   60  1.10e+01  5.05e+01  
119   1   61  9.34e+00  2.76e+01  
119   1   62  9.97e+00  3.81e+01  
119   1   63  9.13e+00  2.96e+01  
119   1   64  7.45e+00  6.29e+01  
119   2   1   9.05e+00  3.36e+01  
119   2   2   9.20e+00  2.41e+01  
119   2   3   1.02e+01  4.06e+01  
119   2   4   9.55e+00  2.69e+01  
119   2   5   9.93e+00  3.62e+01  
119   2   6   9.46e+00  1.50e+01  
119   2   7   9.05e+00  8.35e+01  
119   2   8   9.53e+00  1.82e+01  
119   2   9   8.81e+00  3.04e+01  
119   2   10  3.85e-01  2.09e+02  
119   2   11  4.46e+05  -4.16e+06 
119   2   12  6.39e+00  8.24e+01  
119   2   13  8.93e+00  5.07e+01  
119   2   14  9.95e+00  8.59e+00  
119   2   15  9.10e+00  2.06e+01  
119   2   16  9.85e+00  4.88e+00  
119   2   17  9.59e+00  1.93e+01  
119   2   18  8.63e+00  1.52e+01  
119   2   19  8.20e+00  6.95e+00  
119   2   20  9.52e+00  1.34e+01  
119   2   21  9.60e+00  1.04e+01  
119   2   22  9.86e+00  1.45e+01  
119   2   23  9.64e+00  9.76e+00  
119   2   24  1.02e+01  1.19e+01  
119   2   25  9.81e+00  1.47e+01  
119   2   26  9.73e+00  2.00e+01  
119   2   27  9.48e+00  1.39e+01  
119   2   29  1.08e+01  1.30e+01  
119   2   30  9.65e+00  9.46e+00  
119   2   31  1.07e+01  3.02e+01  
119   2   32  1.13e+01  3.32e+01  
119   2   33  9.04e+00  2.59e+01  
119   2   34  9.41e+00  8.75e+00  
119   2   35  9.58e+00  7.89e+00  
119   2   36  1.03e+01  1.01e+01  
119   2   37  1.02e+01  1.22e+01  
119   2   38  8.99e+00  3.85e+01  
119   2   39  5.85e+00  6.21e+00  
119   2   40  1.03e+01  2.57e+01  
119   2   41  9.98e+00  6.02e+00  
119   2   42  9.04e+00  1.97e+01  
119   2   43  9.07e+00  1.18e+01  
119   2   44  9.66e+00  2.05e+01  
119   2   45  9.30e+00  1.36e+01  
119   2   46  1.02e+01  1.45e+01  
119   2   47  9.88e+00  2.72e+01  
119   2   48  1.01e+01  1.65e+01  
119   2   49  9.84e+00  1.34e+01  
119   2   50  9.52e+00  1.69e+01  
119   2   51  9.35e+00  1.57e+01  
119   2   52  9.22e+00  2.16e+01  
119   2   53  9.33e+00  2.01e+01  
119   2   54  9.17e+00  2.17e+01  
119   2   55  9.57e+00  2.55e+01  
119   2   56  9.05e+00  2.79e+01  
119   2   57  8.81e+00  3.37e+01  
119   2   58  9.81e+00  5.23e+01  
119   2   60  9.63e+00  3.90e+01  
119   2   61  9.27e+00  2.88e+01  
119   2   62  8.72e+00  3.83e+01  
119   2   63  9.03e+00  4.61e+01  
119   2   64  8.29e+00  3.94e+01  
119   3   1   8.77e+00  2.91e+01  
119   3   2   1.02e+01  3.79e+01  
119   3   3   9.65e+00  2.84e+01  
119   3   4   9.67e+00  2.69e+01  
119   3   5   9.43e+00  -7.71e+02 
119   3   6   9.85e+00  2.23e+01  
119   3   7   1.05e+01  4.13e+01  
119   3   8   9.42e+00  1.28e+01  
119   3   9   9.35e+00  1.51e+01  
119   3   10  1.06e+01  4.12e+01  
119   3   11  1.03e+01  3.55e+01  
119   3   12  9.24e+00  3.52e+01  
119   3   13  9.62e+00  1.72e+01  
119   3   14  1.09e+01  2.54e+01  
119   3   15  1.07e+01  2.35e+01  
119   3   16  1.04e+01  2.01e+01  
119   3   17  1.12e+01  1.37e+01  
119   3   18  1.06e+01  1.32e+01  
119   3   19  9.40e+00  2.08e+01  
119   3   20  1.12e+01  1.64e+01  
119   3   21  1.03e+01  -2.75e-01 
119   3   22  9.57e+00  9.68e+00  
119   3   23  9.88e+00  2.04e+01  
119   3   24  9.29e+00  3.53e+01  
119   3   25  9.95e+00  1.18e+01  
119   3   26  1.03e+01  5.18e+00  
119   3   27  1.04e+01  3.05e+01  
119   3   28  9.93e+00  5.55e+00  
119   3   29  9.49e+00  2.52e+01  
119   3   30  9.73e+00  -3.61e+00 
119   3   31  9.42e+00  2.73e+01  
119   3   32  1.15e+01  1.40e+01  
119   3   33  1.12e+01  -7.05e+00 
119   3   34  8.94e+00  -2.90e+00 
119   3   35  9.51e+00  7.57e+00  
119   3   36  1.03e+01  3.56e+00  
119   3   37  7.96e+00  -3.82e+01 
119   3   38  9.05e+00  -9.17e+00 
119   3   39  9.23e+00  -9.27e+00 
119   3   40  1.00e+01  2.32e+00  
119   3   41  9.39e+00  -1.25e+00 
119   3   42  9.95e+00  -4.20e-01 
119   3   43  8.81e+00  -5.71e-01 
119   3   44  9.01e+00  9.79e-01  
119   3   45  8.96e+00  -3.00e+00 
119   3   46  1.02e+01  9.65e+00  
119   3   47  1.17e+01  -1.73e+01 
119   3   48  9.36e+00  -1.19e+00 
119   3   49  1.13e+01  1.18e+01  
119   3   50  9.06e+00  1.90e+01  
119   3   51  9.64e+00  1.32e+01  
119   3   52  9.78e+00  7.81e+00  
119   3   53  9.83e+00  1.08e+01  
119   3   54  1.21e+01  -9.65e+00 
119   3   55  1.30e+01  -5.57e+00 
119   3   56  8.89e+00  1.76e+01  
119   3   57  9.94e+00  -1.04e+01 
119   3   58  1.01e+01  2.06e+01  
119   3   59  8.95e+00  3.70e+01  
119   3   60  6.83e+00  1.08e+01  
119   3   61  8.83e+00  2.05e+01  
119   3   62  8.37e+00  1.53e+01  
119   3   63  9.41e+00  -3.47e+01 
119   3   64  8.44e+00  3.21e+01  
119   4   1   8.86e+00  2.90e+01  
119   4   2   9.91e+00  -2.94e+01 
119   4   3   8.68e+00  1.56e+01  
119   4   4   1.02e+01  6.98e+01  
119   4   5   1.05e+01  3.39e+01  
119   4   6   1.05e+01  2.61e+01  
119   4   7   1.05e+01  3.28e+01  
119   4   8   1.08e+01  2.63e+01  
119   4   9   9.29e+00  3.61e+01  
119   4   10  9.88e+00  1.57e+01  
119   4   11  1.05e+01  1.88e+01  
119   4   12  1.02e+01  2.13e+01  
119   4   13  1.11e+01  2.93e+01  
119   4   14  1.09e+01  3.41e+01  
119   4   16  1.05e+01  9.66e+00  
119   4   17  9.08e+00  6.36e+00  
119   4   18  1.03e+01  5.13e+01  
119   4   19  1.04e+01  2.06e+01  
119   4   20  1.23e+01  -8.85e+00 
119   4   21  8.49e+00  -1.41e+01 
119   4   22  1.05e+01  3.23e+01  
119   4   23  1.05e+01  1.30e+01  
119   4   24  9.76e+00  3.22e+01  
119   4   25  9.94e+00  1.61e+01  
119   4   26  1.14e+01  -1.48e+01 
119   4   27  1.01e+01  1.35e+01  
119   4   28  1.14e+01  -1.48e+01 
119   4   29  1.13e+01  1.48e+01  
119   4   30  1.10e+01  1.95e+01  
119   4   31  9.35e+00  1.51e+01  
119   4   32  1.03e+01  -7.65e+02 
119   4   33  1.01e+01  1.44e+01  
119   4   34  1.08e+01  1.23e+01  
119   4   35  1.16e+01  -9.92e+00 
119   4   36  9.70e+00  2.22e+01  
119   4   37  1.54e+01  -2.70e+01 
119   4   38  9.44e+00  2.53e+01  
119   4   39  1.16e+01  1.33e+01  
119   4   40  1.05e+01  1.96e+01  
119   4   41  1.41e+01  -2.21e+00 
119   4   42  1.03e+01  1.63e+01  
119   4   43  1.04e+01  1.17e+01  
119   4   44  1.06e+01  1.65e+01  
119   4   45  1.08e+01  2.76e+01  
119   4   46  1.04e+01  2.08e+01  
119   4   47  1.11e+01  3.68e+01  
119   4   48  1.02e+01  2.58e+01  
119   4   49  9.89e+00  1.83e+01  
119   4   50  9.86e+00  1.68e+01  
119   4   51  1.05e+01  1.83e+01  
119   4   52  9.44e+00  4.40e+01  
119   4   53  1.09e+01  2.64e+01  
119   4   54  1.02e+01  2.65e+01  
119   4   55  1.12e+01  2.31e+01  
119   4   56  1.03e+01  1.35e+01  
119   4   57  8.99e+00  3.28e+01  
119   4   58  9.66e+00  3.79e+01  
119   4   59  9.82e+00  3.86e+01  
119   4   60  1.05e+01  5.87e+01  
119   4   61  1.02e+01  4.03e+01  
119   4   62  9.68e+00  4.41e+01  
119   4   63  8.75e+00  5.91e+01  
119   4   64  8.97e+00  5.55e+01  
119   5   1   9.39e+00  2.39e+01  
119   5   2   9.42e+00  6.99e+01  
119   5   3   9.16e+00  2.50e+01  
119   5   4   9.38e+00  3.79e+01  
119   5   5   8.75e+00  1.74e+01  
119   5   6   8.69e+00  2.21e+01  
119   5   7   2.48e+00  -1.61e+01 
119   5   8   8.89e+00  1.02e+01  
119   5   9   8.94e+00  2.56e+01  
119   5   10  8.79e+00  1.52e+00  
119   5   11  9.52e+00  2.07e+01  
119   5   12  1.04e+01  1.24e+01  
119   5   13  9.81e+00  -6.05e-01 
119   5   14  8.70e+00  2.73e+01  
119   5   15  1.00e+01  3.78e+00  
119   5   16  9.05e+00  -8.61e-01 
119   5   17  8.50e+00  -5.82e-01 
119   5   18  1.00e+01  1.59e+01  
119   5   19  1.05e+01  1.64e+00  
119   5   20  7.92e+00  2.44e+01  
119   5   21  8.73e+00  -5.46e+00 
119   5   22  9.70e+00  -2.01e+01 
119   5   23  1.03e+01  -3.72e-02 
119   5   24  9.83e+00  2.36e+01  
119   5   25  8.50e+00  3.01e+01  
119   5   26  8.83e+00  -2.84e+00 
119   5   27  1.02e+01  1.64e+01  
119   5   28  1.31e+01  3.38e+01  
119   5   29  8.90e+00  7.50e+00  
119   5   30  9.42e+00  -4.79e+01 
119   5   31  1.01e+01  9.77e+00  
119   5   32  9.89e+00  3.47e-01  
119   5   33  1.02e+01  3.44e+00  
119   5   34  1.06e+01  5.89e+00  
119   5   35  9.88e+00  4.74e+00  
119   5   36  9.19e+00  -6.13e+00 
119   5   37  9.39e+00  6.81e+00  
119   5   38  9.69e+00  6.29e+00  
119   5   39  4.10e+00  1.19e+01  
119   5   40  9.58e+00  1.45e+01  
119   5   41  9.66e+00  2.09e+01  
119   5   42  9.91e+00  6.03e+00  
119   5   43  9.96e+00  -1.57e+01 
119   5   44  9.10e+00  3.53e+01  
119   5   45  9.41e+00  4.71e+00  
119   5   46  9.69e+00  1.12e+01  
119   5   47  1.02e+01  1.16e+01  
119   5   48  9.44e+00  -1.01e+01 
119   5   49  1.03e+01  5.58e+00  
119   5   50  9.24e+00  1.65e+01  
119   5   51  8.94e+00  -1.34e+00 
119   5   52  9.17e+00  1.13e+01  
119   5   53  1.04e+01  6.77e+01  
119   5   54  8.32e+00  1.32e+01  
119   5   55  8.97e+00  5.22e+00  
119   5   56  8.86e+00  1.63e+01  
119   5   57  9.33e+00  2.03e+01  
119   5   58  9.63e+00  1.93e+01  
119   5   59  9.24e+00  2.26e+01  
119   5   60  8.48e+00  6.52e+00  
119   5   61  8.35e+00  1.58e+01  
119   5   62  8.90e+00  2.51e+01  
119   5   63  8.09e+00  1.65e+01  
119   5   64  7.01e+00  2.33e+01  
119   6   1   9.40e+00  3.37e+01  
119   6   2   9.88e+00  3.13e+01  
119   6   3   1.06e+01  4.10e+01  
119   6   4   1.16e+01  5.26e+01  
119   6   5   1.09e+01  3.42e+01  
119   6   6   1.21e+01  2.83e+01  
119   6   7   1.03e+01  3.68e+01  
119   6   8   1.11e+01  3.75e+01  
119   6   9   1.00e+01  3.98e+01  
119   6   10  1.07e+01  2.95e+01  
119   6   11  1.10e+01  8.05e+01  
119   6   12  1.04e+01  2.68e+01  
119   6   13  1.04e+01  2.90e+01  
119   6   14  1.01e+01  7.44e+00  
119   6   15  1.02e+01  2.86e+01  
119   6   16  1.18e+01  3.54e+01  
119   6   17  1.09e+01  1.62e+01  
119   6   18  1.21e+01  4.60e+01  
119   6   19  1.06e+01  7.62e+00  
119   6   20  1.04e+01  -6.09e+01 
119   6   21  1.45e+01  4.76e+01  
119   6   22  1.16e+01  3.51e+01  
119   6   23  1.17e+01  2.42e+01  
119   6   24  1.50e+01  -1.47e+01 
119   6   25  1.04e+01  1.01e+01  
119   6   26  1.23e+01  1.77e+01  
119   6   27  1.17e+01  2.31e+01  
119   6   28  1.05e+01  1.25e+01  
119   6   29  1.20e+01  2.13e+01  
119   6   30  9.86e+00  1.22e+01  
119   6   31  9.89e+00  4.91e+01  
119   6   32  1.06e+01  2.21e+01  
119   6   33  1.24e+01  1.24e+01  
119   6   34  1.15e+01  2.23e+01  
119   6   35  1.25e+01  2.85e+01  
119   6   36  1.04e+01  2.50e+01  
119   6   37  1.11e+01  6.15e+01  
119   6   38  1.01e+01  2.03e+01  
119   6   39  1.09e+01  2.52e+01  
119   6   40  1.22e+01  3.15e+01  
119   6   41  1.11e+01  2.89e+01  
119   6   42  1.14e+01  2.03e+00  
119   6   43  1.14e+01  3.53e+01  
119   6   44  1.15e+01  1.25e+01  
119   6   45  1.11e+01  2.63e+01  
119   6   46  1.03e+01  6.11e+01  
119   6   47  9.30e+00  2.74e+01  
119   6   48  1.01e+01  3.75e+01  
119   6   49  1.08e+01  2.75e+01  
119   6   50  1.08e+01  2.62e+01  
119   6   51  1.03e+01  2.08e+01  
119   6   52  1.12e+01  3.02e+01  
119   6   53  1.41e+01  7.55e+00  
119   6   54  1.02e+01  3.06e+01  
119   6   55  1.12e+01  3.95e+01  
119   6   56  1.01e+01  2.88e+01  
119   6   57  1.10e+01  3.23e+01  
119   6   58  1.12e+01  1.31e+01  
119   6   59  1.09e+01  8.12e+01  
119   6   60  1.00e+01  3.64e+01  
119   6   61  1.08e+01  3.10e+01  
119   6   62  3.79e+00  1.45e+01  
119   6   63  8.27e+00  2.82e+01  
119   6   64  9.81e+00  3.21e+01  
119   7   1   9.67e+00  2.66e+01  
119   7   2   9.57e+00  3.51e+01  
119   7   3   1.14e+01  1.45e+01  
119   7   4   1.15e+01  2.30e+01  
119   7   5   1.11e+01  1.09e+02  
119   7   6   1.18e+01  7.81e+00  
119   7   7   1.05e+01  8.22e+00  
119   7   8   1.02e+01  2.78e+01  
119   7   9   1.05e+01  3.83e+01  
119   7   10  1.21e+01  -1.26e+01 
119   7   11  1.07e+01  -1.10e+01 
119   7   12  1.14e+01  -1.12e+00 
119   7   13  9.98e+00  1.38e+01  
119   7   14  1.06e+01  1.93e+01  
119   7   15  1.16e+01  1.62e+01  
119   7   16  1.18e+01  2.70e+01  
119   7   17  9.88e+00  5.63e+01  
119   7   18  1.27e+01  3.64e+00  
119   7   19  1.40e+01  -3.21e+00 
119   7   20  1.07e+01  1.78e+01  
119   7   21  1.31e+01  -4.31e+00 
119   7   22  1.24e+01  1.75e+01  
119   7   23  1.23e+01  2.60e+01  
119   7   24  1.16e+01  9.61e+00  
119   7   25  1.19e+01  2.89e+01  
119   7   26  1.21e+01  -7.42e+00 
119   7   27  8.81e+00  -3.79e+01 
119   7   28  1.03e+01  -2.28e+00 
119   7   29  1.33e+01  -1.44e+01 
119   7   30  1.09e+01  2.60e-01  
119   7   31  1.23e+01  3.24e+01  
119   7   32  1.44e+01  -5.18e+01 
119   7   33  1.11e+01  8.29e+00  
119   7   34  1.71e+01  -1.24e+01 
119   7   35  1.04e+01  -4.52e-01 
119   7   36  1.10e+01  7.89e+00  
119   7   37  1.44e+01  -2.72e+01 
119   7   38  1.16e+01  1.34e+01  
119   7   39  1.47e+01  7.80e-01  
119   7   40  1.22e+01  9.57e+00  
119   7   41  1.16e+01  9.08e+00  
119   7   42  1.11e+01  1.80e+01  
119   7   43  1.15e+01  1.34e+01  
119   7   44  1.13e+01  2.45e+01  
119   7   45  8.90e+00  1.51e+01  
119   7   46  1.28e+01  3.61e+01  
119   7   47  1.28e+01  1.63e+01  
119   7   48  1.09e+01  1.93e+00  
119   7   49  1.02e+01  7.70e+00  
119   7   50  1.04e+01  1.33e+01  
119   7   51  1.12e+01  9.56e+00  
119   7   52  1.12e+01  9.93e+00  
119   7   53  9.64e+00  2.39e+01  
119   7   54  1.09e+01  1.48e+01  
119   7   55  1.07e+01  7.43e+00  
119   7   56  1.27e+01  -7.07e-01 
119   7   57  1.24e+01  3.30e+01  
119   7   58  1.04e+01  4.23e+01  
119   7   59  1.10e+01  1.29e+01  
119   7   60  1.03e+01  1.42e+01  
119   7   61  1.03e+01  6.60e+01  
119   7   62  1.05e+01  2.46e+01  
119   7   63  1.02e+01  3.24e+01  
119   7   64  1.08e+01  3.09e+01  
