MMFE8 VMM CH  Gain      Pedestal  (PDO = Q*G + P)
111   0   30  9.64e+00  3.44e+01  
111   0   31  9.03e+00  1.44e+01  
111   0   32  9.23e+00  2.71e+01  
111   0   33  9.63e+00  1.96e+01  
111   0   34  1.15e+01  4.42e+01  
111   0   35  1.02e+01  2.79e+01  
111   0   36  9.78e+00  1.78e+01  
111   0   37  9.74e+00  -1.81e+02 
111   0   38  9.23e+00  1.64e+01  
111   0   39  9.14e+00  6.73e+00  
111   0   40  9.49e+00  3.66e+01  
111   0   41  8.99e+00  1.89e+01  
111   0   42  9.44e+00  1.28e+01  
111   0   43  9.80e+00  3.50e+01  
111   0   44  1.16e+01  6.53e+01  
111   0   45  9.77e+00  3.20e+01  
111   0   46  9.51e+00  2.18e+01  
111   0   47  9.62e+00  2.02e+01  
111   0   48  9.51e+00  3.02e+01  
111   0   49  8.74e+00  3.78e+01  
111   0   50  9.25e+00  1.77e+01  
111   0   51  9.41e+00  1.72e+01  
111   0   52  8.74e+00  3.21e+01  
111   0   53  9.31e+00  3.27e+01  
111   0   54  7.37e+00  1.32e+01  
111   0   55  9.06e+00  1.79e+01  
111   0   56  9.26e+00  4.14e+01  
111   0   57  9.27e+00  3.48e+01  
111   0   58  9.14e+00  1.48e+01  
111   0   59  8.84e+00  2.64e+01  
111   0   60  8.87e+00  4.72e+00  
111   0   61  9.97e+00  3.31e+01  
111   0   62  9.40e+00  2.63e+01  
111   0   63  8.43e+00  2.59e+01  
111   0   64  9.39e+00  5.27e+01  
111   1   1   1.00e+01  3.08e+01  
111   1   2   1.01e+01  5.76e+01  
111   1   3   9.43e+00  2.09e+01  
111   1   4   9.63e+00  2.49e+01  
111   1   5   9.72e+00  3.13e+01  
111   1   6   1.05e+01  2.41e+01  
111   1   7   1.05e+01  3.52e+01  
111   1   8   9.98e+00  4.31e+01  
111   1   9   1.04e+01  3.43e+01  
111   1   10  1.04e+01  2.96e+01  
111   1   11  1.04e+01  1.54e+01  
111   1   12  9.80e+00  2.22e+01  
111   1   13  1.06e+01  2.39e+01  
111   1   14  1.13e+01  1.03e+01  
111   1   15  9.37e+00  1.76e+01  
111   1   16  1.13e+01  1.07e+01  
111   1   17  1.07e+01  2.16e+00  
111   1   18  1.01e+01  9.47e+00  
111   1   19  1.07e+01  1.62e+01  
111   1   20  1.06e+01  2.70e+01  
111   1   21  1.11e+01  2.07e+01  
111   1   22  1.03e+01  1.36e+01  
111   1   23  1.02e+01  9.87e+00  
111   1   24  1.13e+01  1.32e+01  
111   1   25  1.06e+01  1.60e+01  
111   1   26  1.13e+01  4.26e+00  
111   1   27  1.09e+01  9.44e+00  
111   1   28  1.17e+01  -3.07e+00 
111   1   29  1.19e+01  -1.79e+01 
111   1   30  1.27e+01  -2.06e+01 
111   1   31  1.09e+01  2.69e+01  
111   1   32  1.14e+01  9.03e+00  
111   1   33  1.09e+01  4.04e+00  
111   1   34  1.40e+01  -3.97e+01 
111   1   35  1.06e+01  1.13e+01  
111   1   36  1.06e+01  4.28e+01  
111   1   37  9.75e+00  7.39e+00  
111   1   38  1.09e+01  2.01e+01  
111   1   39  1.10e+01  2.14e+01  
111   1   40  1.37e+01  3.47e+00  
111   1   41  1.09e+01  3.45e+00  
111   1   42  2.41e+00  4.85e+01  
111   1   44  1.11e+01  3.90e+01  
111   1   45  1.06e+01  2.78e+01  
111   1   46  1.54e+01  4.15e+01  
111   1   47  9.55e+00  1.97e+01  
111   1   48  1.02e+01  2.35e+01  
111   1   49  1.09e+01  2.41e+01  
111   1   50  1.05e+01  1.46e+01  
111   1   51  1.02e+01  2.15e+01  
111   1   52  9.27e+00  2.63e+01  
111   1   53  1.08e+01  2.35e+01  
111   1   54  1.05e+01  3.22e+01  
111   1   55  9.02e+00  4.48e+01  
111   1   56  1.05e+01  4.80e+01  
111   1   57  9.68e+00  2.81e+01  
111   1   58  9.96e+00  3.38e+01  
111   1   59  9.50e+00  3.62e+01  
111   1   60  9.50e+00  1.91e+01  
111   1   61  9.87e+00  -7.48e+02 
111   1   62  1.10e+01  4.38e+01  
111   1   63  7.84e+00  3.44e+01  
111   1   64  8.82e+00  4.91e+01  
111   2   1   9.68e+00  3.72e+01  
111   2   2   1.01e+01  4.36e+01  
111   2   3   9.53e+00  3.87e+01  
111   2   4   9.69e+00  3.39e+01  
111   2   5   1.04e+01  -6.79e+02 
111   2   6   1.03e+01  6.81e+01  
111   2   7   1.07e+01  3.71e+01  
111   2   8   1.03e+01  3.90e+01  
111   2   9   1.12e+01  5.20e+01  
111   2   10  1.05e+01  3.52e+01  
111   2   11  1.03e+01  3.50e+01  
111   2   12  1.04e+01  2.55e+01  
111   2   13  9.25e+00  4.72e+01  
111   2   14  8.96e+00  3.14e+01  
111   2   15  9.82e+00  3.08e+01  
111   2   16  1.06e+01  3.37e+01  
111   2   17  1.05e+01  3.39e+01  
111   2   18  9.89e+00  2.67e+01  
111   2   19  1.10e+01  3.24e+01  
111   2   20  9.64e+00  1.04e+01  
111   2   21  1.04e+01  3.18e+01  
111   2   22  1.14e+01  3.21e+01  
111   2   23  9.66e+00  5.88e+01  
111   2   24  1.01e+01  2.36e+01  
111   2   25  1.02e+01  2.95e+01  
111   2   26  1.01e+01  2.72e+01  
111   2   27  1.01e+01  1.87e+01  
111   2   28  1.05e+01  1.29e+01  
111   2   29  1.07e+01  2.12e+01  
111   2   30  1.13e+01  3.45e+01  
111   2   34  1.18e+01  2.47e+01  
111   2   35  1.15e+01  7.99e+00  
111   2   36  1.14e+01  3.14e+01  
111   2   38  9.92e+00  4.65e+01  
111   2   39  1.13e+01  3.36e+01  
111   2   40  1.16e+01  3.07e+01  
111   2   41  1.05e+01  2.63e+01  
111   2   42  1.06e+01  3.03e+01  
111   2   43  9.98e+00  2.73e+01  
111   2   44  9.94e+00  2.55e+01  
111   2   45  1.16e+01  3.92e+01  
111   2   46  9.98e+00  4.43e+01  
111   2   47  9.30e+00  2.62e+01  
111   2   48  9.78e+00  1.88e+01  
111   2   49  1.01e+01  1.04e+01  
111   2   50  9.58e+00  2.04e+01  
111   2   51  1.06e+01  4.13e+01  
111   2   52  1.07e+01  3.03e+01  
111   2   53  1.01e+01  2.60e+01  
111   2   54  9.02e+00  2.52e+01  
111   2   55  9.41e+00  3.22e+01  
111   2   56  9.86e+00  3.17e+01  
111   2   57  9.28e+00  -6.20e+02 
111   2   59  8.80e+00  4.80e+01  
111   2   61  9.59e+00  5.36e+01  
111   2   62  9.93e+00  3.84e+01  
111   2   63  9.50e+00  4.53e+01  
111   2   64  9.80e+00  4.75e+01  
111   3   1   1.00e+01  2.16e+01  
111   3   2   9.46e+00  1.97e+01  
111   3   3   9.88e+00  2.51e+01  
111   3   4   9.10e+00  8.26e+00  
111   3   6   9.11e+00  4.11e+01  
111   3   7   1.02e+01  2.01e+01  
111   3   8   9.03e+00  1.58e+01  
111   3   9   8.69e+00  1.55e+01  
111   3   10  1.03e+01  1.56e+01  
111   3   11  8.84e+00  1.07e+01  
111   3   12  9.90e+00  1.64e+01  
111   3   13  3.42e+00  -7.14e+00 
111   3   14  8.28e+00  1.48e+01  
111   3   15  9.89e+00  1.63e+01  
111   3   16  9.57e+00  -2.13e+00 
111   3   17  9.95e+00  2.98e+01  
111   3   18  9.14e+00  6.43e+00  
111   3   19  9.29e+00  -9.01e-01 
111   3   20  8.10e+00  2.03e+01  
111   3   21  4.63e+00  -5.48e+00 
111   3   22  1.03e+01  1.33e+01  
111   3   23  1.01e+01  -7.86e+02 
111   3   24  9.08e+00  5.84e+00  
111   3   25  9.13e+00  2.43e+01  
111   3   26  9.73e+00  2.52e+01  
111   3   27  9.28e+00  3.51e+00  
111   3   28  1.02e+01  9.77e+00  
111   3   29  1.04e+01  1.82e+01  
111   3   31  9.84e+00  -1.42e+01 
111   3   32  1.07e+01  -8.19e+00 
111   3   33  1.07e+01  3.32e+00  
111   3   34  1.28e+01  -1.18e+01 
111   3   35  1.03e+01  2.92e+00  
111   3   36  1.07e+01  -1.09e+01 
111   3   37  9.38e+00  1.24e+01  
111   3   38  8.75e+00  9.22e+00  
111   3   39  1.12e+01  7.80e+00  
111   3   40  9.95e+00  1.33e+01  
111   3   41  9.64e+00  1.00e+01  
111   3   42  1.16e+01  5.05e+01  
111   3   43  1.03e+01  2.22e+01  
111   3   44  9.54e+00  3.42e+01  
111   3   45  1.02e+01  -5.14e+00 
111   3   46  1.12e+01  5.14e+01  
111   3   47  9.04e+00  -7.23e+02 
111   3   48  1.03e+01  1.07e+01  
111   3   49  1.03e+01  2.02e+01  
111   3   50  1.06e+01  1.32e+01  
111   3   51  9.90e+00  3.14e+01  
111   3   52  1.04e+01  6.33e+00  
111   3   53  9.54e+00  1.26e+01  
111   3   54  8.75e+00  1.78e+01  
111   3   55  9.99e+00  2.84e+01  
111   3   56  9.58e+00  1.07e+01  
111   3   57  9.33e+00  3.36e+01  
111   3   58  9.84e+00  1.45e+01  
111   3   59  9.79e+00  2.17e+01  
111   3   60  9.89e+00  8.47e-01  
111   3   61  1.03e+01  3.36e+01  
111   3   62  9.75e+00  3.68e+01  
111   3   63  9.33e+00  2.64e+01  
111   3   64  9.70e+00  2.72e+01  
111   4   3   1.00e+01  3.20e+01  
111   4   5   9.71e+00  1.61e+01  
111   4   6   9.58e+00  1.69e+01  
111   4   7   9.88e+00  1.67e+01  
111   4   8   8.70e+00  9.17e+00  
111   4   9   9.85e+00  6.65e+01  
111   4   10  9.35e+00  1.22e+01  
111   4   11  9.90e+00  3.61e+01  
111   4   12  8.74e+00  8.24e+00  
111   4   13  9.40e+00  1.11e+01  
111   4   14  1.09e+01  1.32e+01  
111   4   15  9.61e+00  2.05e+01  
111   4   16  1.14e+01  -1.02e+01 
111   4   17  1.01e+01  1.16e+01  
111   4   18  1.00e+01  3.23e+01  
111   4   19  1.01e+01  1.39e+01  
111   4   20  1.02e+01  5.19e+00  
111   4   21  1.02e+01  -2.74e+00 
111   4   22  9.94e+00  1.77e+00  
111   4   23  1.06e+01  1.89e+01  
111   4   24  9.98e+00  3.21e+01  
111   4   25  1.00e+01  3.17e+01  
111   4   26  2.99e+00  4.89e+01  
111   4   27  1.01e+01  -8.06e-01 
111   4   28  1.09e+01  -5.62e+00 
111   4   29  9.98e+00  9.35e+00  
111   4   30  1.07e+01  1.07e+01  
111   4   31  1.03e+01  1.27e+01  
111   4   32  8.54e+00  4.42e+01  
111   4   33  1.08e+01  8.89e-01  
111   4   34  8.66e+00  -5.02e+00 
111   4   35  1.07e+01  1.54e+01  
111   4   36  1.03e+01  2.68e+01  
111   4   37  1.03e+01  5.91e+00  
111   4   38  1.01e+01  -4.45e+00 
111   4   39  1.05e+01  -8.43e+00 
111   4   40  9.38e+00  1.03e+01  
111   4   41  9.47e+00  1.10e+01  
111   4   42  1.02e+01  -2.88e+00 
111   4   43  1.26e+01  -2.39e+00 
111   4   44  9.97e+00  -1.41e+01 
111   4   45  9.56e+00  3.23e+00  
111   4   46  9.33e+00  -3.42e+00 
111   4   47  9.64e+00  5.11e+00  
111   4   48  9.79e+00  9.97e+00  
111   4   49  1.05e+01  -7.28e-01 
111   4   50  1.03e+01  -7.65e+00 
111   4   51  9.08e+00  6.15e+00  
111   4   52  9.94e+00  5.80e+00  
111   4   53  8.84e+00  -6.32e+00 
111   4   54  9.24e+00  -7.15e-01 
111   4   55  9.41e+00  1.14e+01  
111   4   56  9.11e+00  3.47e+00  
111   4   57  9.07e+00  3.52e+00  
111   4   58  8.89e+00  7.77e+00  
111   4   59  9.00e+00  1.89e+01  
111   4   60  8.91e+00  5.67e+00  
111   4   61  8.41e+00  8.72e+00  
111   4   62  8.90e+00  6.64e+00  
111   4   63  9.52e+00  9.45e+00  
111   4   64  9.10e+00  1.86e+01  
111   5   1   8.67e+00  2.73e+01  
111   5   2   9.26e+00  2.00e+01  
111   5   3   9.50e+00  3.43e+01  
111   5   4   9.59e+00  3.08e+01  
111   5   5   8.86e+00  5.33e+01  
111   5   6   9.69e+00  1.77e+01  
111   5   7   9.53e+00  5.80e+00  
111   5   8   9.53e+00  4.46e+00  
111   5   9   8.38e+00  -5.85e+02 
111   5   10  8.86e+00  1.01e+01  
111   5   11  9.17e+00  1.52e+01  
111   5   12  9.51e+00  1.97e+01  
111   5   13  8.91e+00  -6.04e+02 
111   5   14  9.11e+00  4.57e+00  
111   5   15  9.32e+00  2.33e+01  
111   5   16  8.88e+00  1.10e+00  
111   5   17  9.27e+00  5.38e+00  
111   5   18  1.01e+01  1.17e+01  
111   5   19  9.27e+00  5.10e+00  
111   5   20  8.21e+00  4.98e+01  
111   5   21  9.48e+00  8.58e+00  
111   5   23  9.77e+00  2.70e+01  
111   5   24  9.10e+00  4.12e+01  
111   5   25  1.01e+01  1.15e+01  
111   5   26  6.14e+00  -3.09e+01 
111   5   27  9.80e+00  2.79e+00  
111   5   28  1.01e+01  4.69e+01  
111   5   29  4.89e+00  -4.54e+01 
111   5   31  1.07e+01  7.57e+00  
111   5   32  8.79e+00  3.35e+01  
111   5   33  9.19e+00  8.46e+00  
111   5   34  1.02e+01  2.07e+00  
111   5   35  9.89e+00  6.99e+00  
111   5   36  9.25e+00  -2.29e-01 
111   5   37  8.67e+00  6.89e+00  
111   5   38  9.26e+00  -7.60e-01 
111   5   39  1.02e+01  1.31e+01  
111   5   40  9.58e+00  1.71e+01  
111   5   41  9.93e+00  -6.97e+02 
111   5   42  1.00e+01  7.66e+00  
111   5   43  9.85e+00  4.59e+01  
111   5   44  9.55e+00  3.12e+00  
111   5   45  9.37e+00  5.61e+00  
111   5   47  9.62e+00  1.52e+01  
111   5   48  8.77e+00  1.39e+01  
111   5   49  9.34e+00  5.80e+00  
111   5   50  1.01e+01  1.11e+01  
111   5   51  9.27e+00  8.70e+00  
111   5   52  1.05e+01  3.27e+01  
111   5   53  8.51e+00  8.54e+01  
111   5   54  8.85e+00  3.11e+01  
111   5   55  9.56e+00  2.00e+01  
111   5   56  8.84e+00  1.27e+01  
111   5   57  9.09e+00  5.88e+01  
111   5   58  9.06e+00  7.63e+00  
111   5   59  8.67e+00  1.53e+01  
111   5   60  8.77e+00  1.78e+01  
111   5   61  8.30e+00  1.03e+01  
111   5   62  8.76e+00  -6.20e+02 
111   5   63  8.64e+00  8.81e+00  
111   5   64  8.85e+00  2.50e+01  
111   6   1   9.78e+00  4.33e+01  
111   6   2   1.06e+01  5.31e+01  
111   6   3   9.55e+00  6.76e+01  
111   6   4   1.05e+01  -7.41e+02 
111   6   5   1.08e+01  5.13e+01  
111   6   6   1.02e+01  3.55e+01  
111   6   7   1.07e+01  3.80e+01  
111   6   8   1.25e+01  4.75e+01  
111   6   9   9.63e+00  3.89e+01  
111   6   10  1.20e+01  4.87e+01  
111   6   11  1.02e+01  3.27e+01  
111   6   12  1.09e+01  3.42e+01  
111   6   13  1.10e+01  1.06e+01  
111   6   14  1.14e+01  5.83e+01  
111   6   15  1.02e+01  3.29e+01  
111   6   16  1.08e+01  8.19e+01  
111   6   17  1.21e+01  1.40e+01  
111   6   18  1.09e+01  3.24e+01  
111   6   19  1.07e+01  3.04e+01  
111   6   20  1.07e+01  2.96e+01  
111   6   21  1.59e+01  4.94e+01  
111   6   22  1.18e+01  3.08e+01  
111   6   23  1.23e+01  2.96e+01  
111   6   24  1.12e+01  5.58e+01  
111   6   25  1.09e+01  2.69e+01  
111   6   26  1.08e+01  2.68e+01  
111   6   27  1.15e+01  3.90e+01  
111   6   28  1.18e+01  3.63e+01  
111   6   29  1.03e+01  5.02e+01  
111   6   30  1.17e+01  2.47e+01  
111   6   31  1.11e+01  3.06e+01  
111   6   32  1.13e+01  3.65e+01  
111   6   33  9.90e+00  4.79e+01  
111   6   34  1.06e+01  2.22e+01  
111   6   35  1.03e+01  2.45e+01  
111   6   36  1.02e+01  1.36e+01  
111   6   37  1.07e+01  2.03e+01  
111   6   38  1.11e+01  2.97e+01  
111   6   39  1.01e+01  5.97e+01  
111   6   40  1.06e+01  3.66e+01  
111   6   42  1.15e+01  3.81e+01  
111   6   43  1.07e+01  3.46e+01  
111   6   44  1.10e+01  2.15e+01  
111   6   45  1.08e+01  3.56e+01  
111   6   46  1.03e+01  2.51e+01  
111   6   47  1.10e+01  3.88e+01  
111   6   48  1.17e+01  3.80e+01  
111   6   49  1.13e+01  7.69e+01  
111   6   50  1.13e+01  4.21e+01  
111   6   51  9.84e+00  2.21e+01  
111   6   52  9.91e+00  2.42e+01  
111   6   53  1.07e+01  5.25e+01  
111   6   54  1.08e+01  4.48e+01  
111   6   55  1.04e+01  7.10e+01  
111   6   56  1.04e+01  3.43e+01  
111   6   57  1.08e+01  5.03e+01  
111   6   58  1.00e+01  4.10e+01  
111   6   59  1.07e+01  5.69e+01  
111   6   60  1.00e+01  3.98e+01  
111   6   61  1.05e+01  2.52e+01  
111   6   62  1.01e+01  7.12e+01  
111   6   63  1.01e+01  4.54e+01  
111   6   64  1.05e+01  5.55e+01  
111   7   1   9.54e+00  1.93e+01  
111   7   2   1.32e+04  -1.82e+06 
111   7   4   9.45e+00  8.29e+00  
111   7   5   9.52e+00  1.37e+01  
111   7   6   9.40e+00  2.89e+01  
111   7   7   1.05e+01  -2.26e+00 
111   7   8   9.18e+00  2.15e+01  
111   7   9   9.39e+00  1.82e+01  
111   7   10  1.09e+01  1.97e+01  
111   7   11  1.00e+01  2.38e+01  
111   7   12  1.06e+01  2.93e+01  
111   7   13  8.73e+00  3.58e+01  
111   7   14  1.03e+01  2.16e+01  
111   7   15  9.88e+00  1.77e+01  
111   7   16  1.12e+01  2.35e+01  
111   7   17  1.27e+01  2.00e+01  
111   7   18  1.50e+01  1.32e+01  
111   7   19  1.04e+01  3.34e+01  
111   7   20  1.04e+01  2.10e+01  
111   7   21  8.93e+00  4.07e+00  
111   7   22  9.86e+00  1.53e+01  
111   7   23  9.81e+00  -1.14e+01 
111   7   24  9.94e+00  -1.09e+01 
111   7   25  1.05e+01  -1.35e+01 
111   7   26  1.05e+01  4.49e+01  
111   7   27  1.08e+01  5.65e+00  
111   7   28  1.30e+01  3.66e+01  
111   7   29  1.12e+01  1.09e+01  
111   7   30  1.09e+01  1.91e+01  
111   7   31  1.10e+01  3.30e+01  
111   7   32  9.90e+00  3.53e+00  
111   7   33  1.08e+01  2.26e+01  
111   7   34  1.07e+01  2.30e+01  
111   7   35  1.03e+01  8.12e-01  
111   7   36  9.38e+00  6.35e+01  
111   7   37  1.07e+01  2.85e+01  
111   7   38  1.14e+01  9.04e+00  
111   7   39  1.04e+01  4.83e+00  
111   7   40  1.10e+01  3.83e+00  
111   7   41  1.02e+01  5.33e+01  
111   7   42  1.09e+01  -1.48e+01 
111   7   43  1.12e+01  2.70e+01  
111   7   44  1.04e+01  1.82e+01  
111   7   45  9.54e+00  7.05e+01  
111   7   46  1.09e+01  3.28e+00  
111   7   47  1.18e+01  4.54e+00  
111   7   48  1.03e+01  8.48e+00  
111   7   49  1.02e+01  2.83e+01  
111   7   50  1.08e+01  2.44e+01  
111   7   51  9.53e+00  1.34e+01  
111   7   52  1.06e+01  3.18e+01  
111   7   53  1.11e+01  3.24e+01  
111   7   54  1.14e+01  3.79e+01  
111   7   55  9.33e+00  1.91e+01  
111   7   56  1.17e+01  3.29e+01  
111   7   57  1.11e+01  3.62e+01  
111   7   58  1.03e+01  2.91e+01  
111   7   59  1.08e+01  3.88e+01  
111   7   60  1.06e+01  4.43e+01  
111   7   61  1.04e+01  3.55e+01  
111   7   62  9.92e+00  2.90e+01  
111   7   63  1.04e+01  1.97e+01  
111   7   64  1.09e+01  4.46e+01  
116   0   1   9.75e+00  7.61e+01  
116   0   2   1.15e+01  1.98e+01  
116   0   3   9.31e+00  4.04e+01  
116   0   4   9.04e+00  3.35e+01  
116   0   5   1.01e+01  4.19e+01  
116   0   6   1.11e+01  3.80e+01  
116   0   7   1.19e+01  2.08e+01  
116   0   8   4.06e-01  1.68e+02  
116   0   9   1.06e+01  1.08e+01  
116   0   10  1.23e+01  1.81e+01  
116   0   11  1.04e+01  3.56e+01  
116   0   12  1.07e+01  2.91e+01  
116   0   13  1.23e+01  2.73e+01  
116   0   14  1.02e+01  8.52e+00  
116   0   15  1.02e+01  1.58e+01  
116   0   16  1.02e+01  3.97e+01  
116   0   17  9.19e+00  7.11e+01  
116   0   18  9.73e+00  4.20e+00  
116   0   19  1.05e+01  3.01e+01  
116   0   20  1.20e+01  2.96e+01  
116   0   21  1.05e+01  1.17e+01  
116   0   22  9.91e+00  1.01e+00  
116   0   23  1.02e+01  -7.71e+01 
116   0   24  9.27e+00  1.28e+01  
116   0   25  1.04e+01  1.74e+01  
116   0   26  1.10e+01  2.44e+01  
116   0   27  1.11e+01  4.36e+00  
116   0   28  1.21e+01  2.28e+01  
116   0   29  1.34e+01  8.55e+00  
116   0   30  9.77e+00  1.61e+01  
116   0   31  1.02e+01  2.47e+01  
116   0   32  1.17e+01  2.59e+01  
116   0   33  1.07e+01  3.46e-01  
116   0   34  1.24e+01  1.82e+01  
116   0   35  1.19e+01  9.68e+00  
116   0   36  9.93e+00  4.67e+01  
116   0   37  1.17e+01  4.24e+01  
116   0   38  1.08e+01  1.12e+01  
116   0   39  1.06e+01  1.09e+00  
116   0   40  1.04e+01  8.63e+00  
116   0   41  1.20e+01  2.79e+01  
116   0   42  1.03e+01  2.11e+01  
116   0   43  1.07e+01  1.94e+01  
116   0   44  1.12e+01  2.57e+01  
116   0   45  1.11e+01  2.73e+01  
116   0   46  1.04e+01  1.55e+01  
116   0   47  1.13e+01  2.03e+01  
116   0   48  9.89e+00  1.54e+01  
116   0   49  1.11e+01  9.93e+00  
116   0   50  1.25e+01  -7.94e+00 
116   0   51  1.14e+01  2.32e+01  
116   0   52  1.00e+01  1.26e+01  
116   0   53  1.01e+01  6.93e+01  
116   0   54  1.12e+01  2.80e+01  
116   0   55  1.05e+01  7.12e+01  
116   0   56  1.13e+01  4.77e+01  
116   0   57  1.03e+01  2.27e+01  
116   0   58  1.05e+01  3.51e+01  
116   0   59  9.83e+00  1.77e+01  
116   0   60  1.14e+01  1.32e+01  
116   0   61  1.06e+01  -8.30e+02 
116   0   62  1.08e+01  2.81e+01  
116   0   63  9.92e+00  2.96e+01  
116   1   1   1.00e+01  3.96e+01  
116   1   2   9.04e+00  4.74e+01  
116   1   3   9.18e+00  3.30e+01  
116   1   4   1.11e+01  4.44e+01  
116   1   5   1.08e+01  4.81e+01  
116   1   6   1.00e+01  4.16e+01  
116   1   7   1.07e+01  4.88e+01  
116   1   8   1.09e+01  4.51e+01  
116   1   9   1.05e+01  4.46e+01  
116   1   10  1.18e+01  4.44e+01  
116   1   11  1.07e+01  4.08e+01  
116   1   12  1.06e+01  3.29e+01  
116   1   13  1.15e+01  6.50e+01  
116   1   14  1.09e+01  3.42e+01  
116   1   15  1.12e+01  2.97e+01  
116   1   16  1.03e+01  8.86e+01  
116   1   17  1.11e+01  2.48e+01  
116   1   18  1.36e+01  4.80e+01  
116   1   19  1.22e+01  2.25e+01  
116   1   20  1.16e+01  6.16e+01  
116   1   21  1.07e+01  3.40e+01  
116   1   22  1.02e+01  2.35e+01  
116   1   23  1.14e+01  2.56e+01  
116   1   24  1.11e+01  3.37e+01  
116   1   25  1.09e+01  3.15e+01  
116   1   26  1.07e+01  2.62e+01  
116   1   27  1.15e+01  3.13e+01  
116   1   28  1.19e+01  3.15e+01  
116   1   29  1.48e+01  1.21e+01  
116   1   30  1.18e+01  3.90e+01  
116   1   31  1.06e+01  3.84e+01  
116   1   32  9.99e+00  8.64e+01  
116   1   33  1.00e+01  1.09e+01  
116   1   34  1.16e+01  2.63e+01  
116   1   35  1.07e+01  3.71e+01  
116   1   37  1.17e+01  1.94e+01  
116   1   38  9.92e+00  3.73e+01  
116   1   39  1.18e+01  2.19e+01  
116   1   40  1.09e+01  7.37e+01  
116   1   41  1.00e+01  5.75e+01  
116   1   42  1.03e+01  3.95e+01  
116   1   43  1.16e+01  5.58e+01  
116   1   44  1.11e+01  8.65e+01  
116   1   46  1.15e+01  3.71e+01  
116   1   47  1.11e+01  5.00e+01  
116   1   48  1.09e+01  3.34e+01  
116   1   50  1.02e+01  3.10e+01  
116   1   51  1.17e+00  1.07e+02  
116   1   52  1.11e+01  5.04e+01  
116   1   53  1.09e+01  3.45e+01  
116   1   54  1.06e+01  4.77e+01  
116   1   55  9.83e+00  4.34e+01  
116   1   56  1.14e+01  4.29e+01  
116   1   57  1.10e+01  6.17e+01  
116   1   58  1.11e+01  4.55e+01  
116   1   59  9.88e+00  6.03e+01  
116   1   60  1.00e+01  4.35e+01  
116   1   61  9.09e+00  4.16e+01  
116   1   62  1.16e+01  5.49e+01  
116   1   63  1.13e+01  -8.19e+02 
116   1   64  7.32e+00  3.48e+01  
116   2   1   9.84e+00  3.61e+01  
116   2   4   9.25e+00  3.23e+01  
116   2   5   8.96e+00  4.07e+01  
116   2   7   9.60e+00  2.62e+01  
116   2   8   9.31e+00  3.04e+01  
116   2   9   9.05e+00  1.71e+01  
116   2   10  9.82e+00  2.34e+01  
116   2   11  9.01e+00  1.23e+01  
116   2   12  9.88e+00  3.51e+01  
116   2   13  1.08e+01  2.09e+01  
116   2   14  1.07e+01  2.20e+01  
116   2   15  9.21e+00  2.13e+01  
116   2   16  1.07e+01  3.59e+01  
116   2   18  9.97e+00  1.10e+01  
116   2   19  9.44e+00  1.41e+01  
116   2   20  1.20e+01  -1.47e+01 
116   2   21  1.08e+01  -2.21e+01 
116   2   22  8.52e+00  -1.90e+01 
116   2   23  9.74e+00  2.50e+00  
116   2   24  1.03e+01  1.04e+00  
116   2   25  1.10e+01  -3.75e+00 
116   2   26  9.83e+00  2.98e+00  
116   2   28  1.10e+01  -1.39e+01 
116   2   29  1.07e+01  3.25e+00  
116   2   30  9.52e+00  -9.51e-01 
116   2   31  1.05e+01  3.83e+00  
116   2   32  1.00e+01  7.54e+00  
116   2   33  1.05e+01  5.73e+00  
116   2   34  1.05e+01  1.00e+01  
116   2   35  1.46e+01  1.93e+01  
116   2   36  9.28e+00  1.32e+00  
116   2   38  1.01e+01  -4.84e+00 
116   2   39  1.03e+01  5.54e+00  
116   2   40  9.39e+00  1.07e+01  
116   2   41  1.05e+01  1.26e+01  
116   2   42  9.94e+00  -2.84e+00 
116   2   43  1.21e+01  -4.21e+00 
116   2   44  1.01e+01  2.09e+01  
116   2   45  9.53e+00  -3.31e+00 
116   2   46  9.93e+00  8.74e+00  
116   2   47  1.04e+01  6.42e+01  
116   2   48  9.81e+00  5.94e+00  
116   2   49  9.48e+00  1.68e+01  
116   2   50  9.96e+00  6.07e+01  
116   2   51  1.00e+01  3.42e+01  
116   2   52  8.43e+00  1.10e+01  
116   2   53  1.01e+01  2.64e+01  
116   2   54  9.28e+00  2.59e+01  
116   2   55  9.98e+00  2.97e+01  
116   2   56  9.09e+00  3.24e+01  
116   2   57  9.75e+00  1.60e+01  
116   2   58  9.80e+00  3.03e+01  
116   2   59  1.01e+01  3.37e+01  
116   2   60  8.92e+00  6.79e+01  
116   2   61  9.09e+00  2.82e+01  
116   2   62  8.74e+00  4.16e+01  
116   2   63  9.14e+00  2.48e+01  
116   2   64  8.92e+00  4.56e+01  
116   3   2   9.75e+00  -4.85e+00 
116   3   3   1.03e+01  4.35e+01  
116   3   4   1.07e+01  8.18e+00  
116   3   5   9.06e+00  2.49e+01  
116   3   6   1.08e+01  4.32e+00  
116   3   7   1.11e+01  1.56e+01  
116   3   8   1.02e+01  4.01e+00  
116   3   9   8.96e+00  2.75e+01  
116   3   10  1.07e+01  5.49e+01  
116   3   11  9.79e+00  2.16e+01  
116   3   12  1.05e+01  1.30e+01  
116   3   13  1.08e+01  5.55e-01  
116   3   14  1.36e+01  -4.62e+01 
